id,tv,radio,social_media,influencer,sales
135,88770.48,24494.79,7776.98,Nano,245495.72
136,82964.89,10261.89,5708.1,Mega,169946.19
137,31861.25,12856.4,792.2,Mega,82837.74
138,71090.61,10188.52,1503.08,Macro,132844.17
139,23671.11,9094.52,932.53,Macro,94474.59
140,45286.28,16317.36,1506.11,Micro,136297.39
141,16805.73,7499.03,3298.36,Micro,145012.03
142,6665.51,12229.4,608.82,Mega,36359.51
143,60762.7,16838.02,4479.87,Nano,280466.82
144,67069.21,27759.99,6157.7,Micro,194721.1
145,17974.7,5713.89,1558.21,Micro,47795.82
146,33198.97,12043.93,181.47,Nano,117115.77
147,45486.16,19370.12,4895.17,Micro,169687.82
148,38777.48,14195.13,4152.02,Nano,126533.82
149,103257.42,37911.98,7359.71,Micro,242484.54
150,45462.42,16816.11,2229.81,Micro,89665.06
151,13163.11,631.89,527.88,Nano,31270.98
152,2078.11,2016.7,1444.59,Nano,76708.84
153,20220.04,2974.58,672.96,Micro,69386.73
154,72060.92,32888.18,5657.55,Nano,215264.82
155,28561.7,5024.59,874.16,Macro,68276.69
156,22127.51,22684.29,795.73,Micro,97801.57
157,67856.18,16433.28,6543.31,Mega,99014.78
158,40251.27,35289.32,5036.28,Nano,117890.92
159,69211.81,36252.41,3357.79,Macro,238581.3
160,48753.13,23291.21,4346.78,Mega,97658.06
161,43197.33,22490.72,5066.58,Mega,165507.89
162,66098.14,20099.68,968.98,Nano,245439.57
163,55737.82,26444.91,4007.45,Nano,171845.51
164,73307.52,29891.75,5914.87,Micro,271811.31
165,43059.92,11711.91,1130.12,Macro,49988.41
166,110358.51,14758.18,3436.48,Mega,169522.77
167,96457.28,20356.97,5671.69,Mega,185778.21
168,107572.04,28307.76,7596.29,Nano,267919.47
169,59158.47,11548.08,3766.6,Micro,177999.56
170,57737.66,23759.65,1524.06,Macro,309291.92
171,83542.8,19420.08,3056.3,Macro,109690.24
172,41308.28,14355.56,2956.73,Micro,69565.99
173,108951.24,49685.25,7724.05,Macro,254183.05
174,82885.88,15205.42,8823.31,Macro,178382.15
175,41253.0,4570.2,962.94,Nano,89994.99
176,89260.44,24028.87,2475.1,Macro,167616.47
177,32106.09,3428.56,1310.03,Macro,85971.9
178,70799.28,37613.52,7467.94,Nano,253819.28
179,17353.28,12953.28,2205.88,Macro,88459.58
180,34043.87,11992.97,2119.87,Mega,63730.48
181,13924.74,10119.75,13.23,Nano,36617.51
182,27278.75,3319.96,360.01,Micro,30276.83
183,6130.81,3180.66,1569.64,Micro,22816.41
184,32609.88,15675.3,3660.57,Micro,79694.49
185,59628.25,31012.97,4409.4,Nano,239389.88
186,59395.64,19682.02,4127.6,Macro,170422.93
187,35241.71,14606.52,12.14,Macro,100670.12
188,93505.12,21132.89,4085.22,Micro,158429.15
189,55316.38,7567.09,865.33,Nano,90047.3
190,75657.13,23957.52,1888.4,Macro,226307.6
191,82931.92,39428.64,9904.29,Nano,346545.49
192,84265.47,15892.64,5946.11,Mega,198949.43
193,26061.63,5293.86,749.52,Mega,65823.34
194,36063.16,13585.23,2715.1,Macro,179472.41
195,65559.11,29289.36,5545.68,Mega,187859.09
196,57784.71,40600.21,3837.37,Mega,279731.71
197,46781.93,19181.94,6903.11,Macro,146909.47
198,51808.46,7391.93,5470.32,Mega,121011.12
199,97471.26,49408.42,8243.05,Nano,288203.69
200,47899.58,8246.87,4388.11,Nano,115224.78
201,12802.19,4016.09,4325.62,Micro,42758.03
202,90309.31,24044.78,3531.09,Macro,137008.75
203,11268.87,9320.37,2175.1,Macro,49748.2
204,79024.35,34215.17,6812.53,Micro,235789.88
205,76601.7,17547.91,4773.05,Micro,204981.42
206,40846.27,11528.11,1306.05,Nano,155095.41
207,20548.53,10468.64,104.81,Micro,78514.32
208,25830.58,2663.24,376.55,Nano,74181.24
209,22169.05,5418.77,147.2,Macro,40259.38
210,34483.68,16535.79,1958.04,Nano,77400.13
211,30163.69,4884.02,20.64,Macro,65995.74
212,60975.95,22554.93,6259.15,Micro,207462.03
213,79226.11,27930.82,1915.05,Nano,230361.18
214,106035.87,25020.54,3290.08,Mega,220750.66
215,42919.68,16429.45,5159.07,Mega,135829.55
216,12231.25,14398.47,1463.12,Mega,38528.89
217,27210.17,11970.12,5838.25,Nano,68867.2
218,40940.9,27848.98,3147.75,Nano,152733.73
219,57387.72,16781.8,463.31,Micro,131683.2
220,82911.25,29244.4,3116.43,Mega,168238.18
221,65222.36,22665.91,3385.12,Nano,114140.17
222,71133.01,32931.3,1229.45,Macro,299137.16
223,47213.34,14530.17,5895.17,Mega,207583.88
224,13372.97,8398.64,1867.65,Nano,56908.17
225,36915.46,5138.7,3246.67,Micro,95388.41
226,90559.2,45819.22,4365.17,Nano,325621.84
227,20688.74,9149.74,3206.51,Mega,37987.92
228,46616.57,16691.23,2502.65,Nano,144797.98
229,31250.99,4354.14,28.07,Mega,84697.49
230,18713.16,14787.48,1637.16,Nano,38201.02
231,24147.51,10428.45,191.09,Nano,136554.05
232,45705.74,30093.28,6494.52,Mega,180741.76
233,65286.07,21361.98,6312.9,Mega,268868.77
234,55928.27,26325.23,5704.36,Nano,208256.86
235,78103.48,16733.0,5463.18,Macro,126387.96
236,48459.86,22263.93,573.24,Nano,163236.43
237,29172.53,18903.86,3918.94,Micro,123518.65
238,121215.63,20361.07,5401.72,Micro,316611.42
239,62962.3,23237.29,5106.41,Mega,127777.48
240,45789.97,19021.71,495.17,Mega,212282.54
241,106149.57,18172.55,3608.35,Nano,163180.85
242,13282.43,16254.0,2810.38,Nano,21870.84
243,51520.78,34717.18,8586.45,Micro,161156.63
244,130249.56,29585.69,5969.54,Nano,144775.78
245,28658.17,4070.7,276.14,Nano,32386.43
246,96430.07,48316.95,4663.53,Macro,170819.16
247,95879.82,26991.54,4091.4,Macro,194185.15
248,22472.82,9928.39,3041.47,Mega,110143.47
249,71450.67,20496.78,4020.02,Nano,280846.01
250,47253.95,13237.48,3389.5,Nano,104086.49
251,15926.01,713.28,1784.71,Mega,30752.88
252,130713.59,33461.35,4158.34,Mega,314982.6
253,26328.89,7816.19,508.96,Mega,80444.36
254,102103.82,40328.23,2798.05,Mega,293951.87
255,75346.69,9145.03,3909.85,Nano,155402.94
256,22268.36,4470.0,297.74,Mega,91936.64
257,17338.92,7774.3,3103.56,Nano,31684.03
258,63910.43,30772.84,4436.26,Micro,296381.17
259,56196.76,20555.07,8874.24,Macro,198393.36
260,16279.99,11701.91,4067.82,Macro,54475.06
261,126002.9,27499.22,4542.66,Mega,177874.98
262,51789.16,25816.98,5481.92,Nano,159364.27
263,61643.77,18824.64,5066.1,Nano,199118.13
264,43749.08,7346.95,125.81,Mega,99456.95
265,34580.2,4974.86,113.63,Mega,60893.46
266,57277.94,9765.44,2321.3,Mega,111269.82
267,73045.6,23003.76,4912.34,Macro,127675.64
268,37092.67,9935.86,5277.12,Micro,83737.09
269,32784.78,13104.35,397.21,Macro,105132.06
270,81078.01,16256.79,1867.29,Micro,274553.64
271,23865.0,8198.74,2963.21,Nano,55456.08
272,57022.07,19513.31,3870.99,Macro,173510.06
273,103715.45,37129.04,1963.49,Micro,188838.85
274,62072.94,33481.44,3997.03,Micro,132399.47
275,8043.62,5263.36,637.38,Micro,31861.49
276,21785.7,4617.32,1258.97,Macro,64924.29
277,90646.75,30259.05,7389.83,Mega,161570.07
278,31169.02,6531.21,103.5,Nano,88966.81
279,68775.93,20296.29,8041.21,Micro,153368.52
280,53935.97,9987.6,3117.41,Nano,111263.98
281,40786.33,20042.02,1602.34,Micro,167126.14
282,92488.01,27504.46,4204.04,Nano,262939.83
283,83639.79,11475.85,3866.74,Mega,157777.67
284,60354.31,24179.96,3806.95,Micro,159118.19
285,11335.89,1416.65,1093.88,Macro,65000.03
286,60394.36,18495.38,3480.43,Macro,107454.93
287,101179.23,13355.45,2930.68,Micro,294672.24
288,32550.03,5672.18,4007.43,Macro,59219.73
289,23953.01,3237.2,217.75,Nano,103325.62
290,30773.31,3707.05,3337.07,Nano,124035.85
291,82259.83,23786.39,14.71,Macro,281884.72
292,116442.99,20394.73,7717.11,Nano,132318.48
293,22622.53,20658.33,917.66,Mega,105238.74
294,42764.17,10145.42,250.43,Micro,70954.98
295,76825.94,27960.57,3950.39,Nano,314195.39
296,46524.4,29433.65,2837.58,Nano,209900.39
297,73005.64,24882.23,3446.13,Micro,134082.53
298,17402.34,10124.3,3886.01,Mega,76235.03
299,58784.38,8051.35,1749.29,Mega,73954.08
300,43074.12,5809.18,3405.84,Mega,128358.23
301,36591.6,13880.49,3340.44,Macro,154955.31
302,36469.94,17454.65,3328.38,Mega,130912.79
303,67717.66,17327.96,4832.33,Micro,182762.05
304,20369.6,6399.3,2473.6,Nano,63796.71
305,54627.35,27872.31,3140.87,Nano,216996.63
306,38460.19,26603.3,4486.4,Macro,137306.76
307,51311.03,13907.06,2455.58,Nano,132599.31
308,110282.55,32781.1,6349.96,Mega,169238.13
309,47451.83,32603.46,8243.72,Nano,219708.69
310,82054.76,32353.07,2518.22,Mega,173213.62
311,69768.32,6273.55,2080.18,Macro,128703.88
312,56984.04,8654.14,5549.22,Nano,190169.81
313,8344.9,3067.33,395.15,Nano,36881.58
314,130100.09,36707.96,3537.62,Mega,278888.45
315,83966.64,14191.42,5918.99,Micro,234791.63
316,30136.71,1552.72,2438.9,Mega,51900.62
317,96917.52,56846.18,4739.68,Macro,174455.85
318,47470.66,26470.05,7237.78,Nano,215320.22
319,44336.08,4701.26,1743.63,Macro,116759.63
320,101998.01,43284.44,1944.66,Macro,254550.63
321,40174.15,23932.54,2798.76,Mega,161224.61
322,62667.38,22106.12,5143.71,Mega,192645.72
323,45242.27,15413.94,3085.38,Mega,197101.0
324,52309.54,12568.66,53.63,Nano,100830.29
325,19613.67,3548.68,2606.81,Mega,67228.68
326,62047.78,32469.31,5293.54,Macro,161721.32
327,85570.13,23083.51,762.16,Nano,253404.69
328,5008.84,25353.06,6447.48,Nano,41006.69
329,80140.11,23176.0,4717.04,Nano,217937.56
330,85513.79,22296.37,2964.1,Micro,201386.16
331,10616.18,17484.29,3973.16,Nano,68916.61
332,22926.49,8120.19,1270.28,Nano,82975.85
333,40025.25,22395.36,807.41,Micro,111002.24
334,71784.25,23333.88,5116.68,Micro,166676.04
335,56833.04,18162.14,4767.53,Macro,216935.6
336,8151.94,9088.79,5250.18,Micro,29084.95
337,18289.87,2650.05,2205.3,Micro,68611.19
338,57917.59,1615.72,4261.81,Nano,87656.83
339,40729.68,10632.04,62.41,Mega,137208.15
340,30651.44,10781.95,2926.37,Mega,80206.77
341,55670.05,408.39,218.74,Nano,105111.93
342,26611.08,3680.2,2876.51,Micro,63886.29
343,18106.07,13129.31,946.15,Nano,50221.64
344,74568.61,16714.88,3912.91,Macro,180591.69
345,26135.8,12465.39,388.31,Mega,54621.31
346,21707.0,16375.91,2937.26,Nano,111883.77
347,66262.85,14644.9,603.92,Mega,158122.92
348,109662.71,16482.15,3978.53,Macro,209492.77
349,22566.91,1717.73,1254.89,Nano,63812.82
350,28600.35,14861.53,182.59,Micro,53825.95
351,88374.03,13289.38,4468.54,Macro,188348.37
352,118083.02,51930.4,7693.02,Mega,227985.06
353,41196.69,7801.42,5067.92,Micro,174100.13
354,34727.55,27985.59,7954.16,Macro,82967.41
355,89457.65,13490.49,4666.25,Mega,190189.47
356,2034.91,5130.73,1668.67,Nano,74246.66
357,5944.44,518.58,124.31,Micro,56194.51
358,69745.64,36517.44,6096.17,Macro,211429.92
359,74496.24,27560.63,4548.47,Mega,230620.03
360,31750.43,10395.41,4165.98,Micro,76001.51
361,83364.41,16076.71,4253.77,Mega,179463.65
362,110550.97,32969.58,8485.58,Mega,180760.88
363,36915.12,4921.09,904.71,Nano,94932.22
364,20491.68,12438.69,581.8,Nano,43516.16
365,113741.41,18791.54,2404.14,Mega,308377.08
366,49093.55,17036.26,5687.52,Mega,97422.7
367,19867.54,1761.94,542.77,Nano,48034.98
368,7692.08,10996.91,3998.36,Macro,34216.34
369,96758.21,25626.3,1581.67,Mega,151792.68
370,30033.27,22785.01,4973.73,Mega,122702.51
371,107586.18,13193.73,4182.35,Micro,184650.36
372,24381.03,11635.07,4076.58,Mega,21448.29
373,68963.43,23285.67,2051.33,Mega,222517.45
374,80452.34,33216.43,4362.89,Mega,199947.12
375,35441.46,1491.43,1491.29,Nano,59885.85
376,112007.94,41720.86,8724.35,Nano,265684.95
377,65096.37,24875.12,9307.98,Micro,276117.97
378,52143.64,18415.7,1081.63,Mega,107372.01
379,113601.12,35471.23,6268.56,Nano,161311.4
380,124211.21,37502.05,3653.92,Micro,236749.93
381,32968.21,9611.47,6010.8,Macro,89049.14
382,37701.53,4063.09,1838.04,Mega,81962.06
383,9805.65,13318.44,1411.74,Macro,36808.3
384,102665.38,41199.89,8233.63,Macro,212478.43
385,25420.57,21417.99,1316.67,Micro,54659.12
386,91736.58,15328.06,1815.3,Macro,181783.61
387,33866.91,5107.19,46.32,Macro,104586.96
388,56842.16,21297.19,3852.36,Macro,128376.09
389,25213.12,8533.66,3124.11,Nano,75693.43
390,17402.15,16425.76,1545.79,Nano,104429.31
391,80732.31,29425.88,6493.39,Macro,260810.21
392,71215.99,42297.52,5956.15,Macro,230167.19
393,74683.45,18404.06,5374.44,Micro,156901.71
394,51484.53,26471.59,393.59,Nano,160185.58
395,53997.08,15445.69,880.59,Micro,94001.8
396,53111.76,20354.87,4628.29,Mega,105564.96
397,42108.84,12405.47,606.13,Mega,113826.03
398,82597.4,30072.65,4623.31,Nano,290452.52
399,13172.25,15498.4,3181.97,Macro,42887.02
400,58579.29,15160.1,1767.53,Nano,237685.45
401,115318.83,27480.72,8349.0,Mega,283061.54
402,59307.73,9679.87,3723.62,Macro,86297.07
403,1233.22,16235.86,1938.09,Micro,41670.02
404,42382.07,9141.8,3264.33,Micro,109341.13
405,64126.24,8651.49,1621.96,Macro,88143.38
406,76770.63,35277.35,6650.24,Mega,159642.25
407,47522.1,31549.48,5745.42,Macro,157969.91
408,78237.02,21916.44,5715.41,Macro,162256.62
409,42237.83,18664.01,64.06,Mega,124306.65
410,9591.26,3951.8,1400.16,Mega,55806.54
411,94455.17,40169.36,9638.97,Nano,203379.4
412,2355.28,3755.82,216.29,Micro,30177.1
413,38355.58,12673.45,1457.21,Nano,135501.38
414,48664.02,24317.0,4058.4,Mega,157149.56
415,43795.43,30153.72,2825.68,Micro,172337.23
416,50164.22,25091.58,5187.61,Macro,74493.97
417,75254.27,14269.51,4307.67,Mega,337116.0
418,67520.64,45165.29,883.78,Micro,139641.43
419,107373.16,28830.01,6541.17,Macro,189634.82
420,86015.45,44609.11,5781.69,Mega,206862.01
421,80886.75,30486.21,6894.32,Nano,176486.81
422,53649.28,14919.53,3332.91,Nano,100151.7
423,31426.85,14952.3,564.04,Nano,59384.18
424,65738.62,13213.76,3055.37,Micro,138938.12
425,30069.03,8856.09,4181.18,Nano,74660.09
426,29577.48,14523.67,3916.64,Micro,87375.29
427,107401.83,36492.73,5793.62,Macro,199395.19
428,10572.46,6956.45,131.84,Macro,40058.87
429,8928.21,200.6,1104.82,Macro,46560.32
430,72975.48,13068.69,3355.97,Macro,180774.54
431,42651.49,40330.77,8702.65,Mega,125365.32
432,78399.92,42264.34,8486.32,Mega,246463.59
433,31833.63,6664.48,1480.04,Macro,38868.73
434,121980.45,35677.91,3784.15,Nano,325505.68
435,44599.99,11919.4,1926.69,Mega,134195.37
436,27911.17,8299.2,4582.01,Nano,110774.91
437,98582.53,34372.59,4134.0,Nano,161020.53
438,20035.94,9743.22,3447.21,Nano,90311.78
439,38059.59,5128.67,2531.73,Nano,81991.15
440,54376.72,29975.64,3955.48,Mega,212293.37
441,68584.73,22701.38,2577.39,Macro,241892.26
442,83587.63,28420.35,10453.92,Macro,143180.43
443,50078.62,14857.95,750.12,Macro,84932.89
444,47186.73,39633.81,4250.42,Nano,188094.35
445,79972.48,29264.77,7211.12,Micro,213956.97
446,12784.31,8149.24,2409.16,Macro,37844.07
447,80256.12,14883.21,3061.94,Micro,324334.79
448,35527.87,7333.52,2354.33,Macro,48301.15
449,61503.01,23263.57,3217.63,Micro,206101.99
450,95515.17,17435.5,8829.54,Mega,255438.86
451,61323.11,12829.9,8194.79,Macro,180761.21
452,24775.37,11410.81,64.46,Mega,63497.54
453,21661.36,11089.28,270.84,Nano,62698.22
454,68365.88,14622.79,1744.87,Micro,236645.13
455,76026.82,23323.65,6481.91,Macro,258050.59
456,43286.85,6333.3,440.11,Mega,51726.63
457,55448.36,21580.09,102.15,Micro,124977.15
458,72903.12,17433.67,1540.09,Nano,282176.37
459,75585.26,38170.24,6919.15,Mega,254744.79
460,51884.38,34872.75,3606.6,Nano,204639.61
461,36424.09,10650.03,2395.35,Micro,122154.32
462,69988.83,10832.59,6834.95,Micro,224181.88
463,44145.63,7676.98,2258.86,Nano,58782.15
464,49339.76,5946.25,704.37,Mega,160945.36
465,32114.59,11429.37,2055.27,Macro,192770.21
466,13717.9,8989.47,4636.3,Macro,36532.38
467,28109.24,15765.57,5491.17,Mega,55312.95
468,17106.66,3381.24,570.03,Macro,47477.41
469,64887.8,19535.14,2094.38,Micro,177157.74
470,46740.18,3071.39,3262.97,Micro,76632.17
471,19290.95,3992.84,2293.79,Micro,30555.28
472,43642.36,17808.05,1086.78,Nano,91859.38
473,41723.86,19973.51,5109.7,Micro,86057.24
474,84873.8,21223.89,6441.65,Nano,282978.64
475,25176.37,6440.33,4626.97,Mega,71895.2
476,48574.62,27595.4,4520.67,Micro,121068.51
477,20735.44,9656.9,1247.27,Macro,96753.5
478,70105.63,24629.48,11403.63,Macro,149981.47
479,82657.04,23079.26,7352.55,Macro,252420.39
480,16077.51,4928.01,631.99,Mega,44706.25
481,25828.32,6921.72,120.49,Mega,29799.33
482,103510.54,43915.45,6512.74,Macro,241020.27
483,66322.88,7804.25,277.14,Macro,100509.23
484,29815.34,11640.95,1186.42,Macro,130020.48
485,28511.51,8357.44,156.85,Micro,62995.0
486,40590.07,16491.79,4631.65,Nano,81349.0
487,21706.17,23413.8,3773.45,Macro,135120.39
488,86195.42,41368.56,7370.7,Micro,211893.35
489,50620.44,9844.74,5245.12,Micro,196687.4
490,27357.84,11318.16,2705.53,Macro,118915.63
491,47626.55,9518.66,3935.94,Nano,130190.86
492,47211.36,13298.89,3914.31,Macro,144530.54
493,51631.99,15711.38,3299.87,Macro,219252.85
494,104916.71,18724.61,2640.89,Macro,184969.93
495,42029.6,34836.55,4736.88,Mega,216747.94
496,48576.45,15305.49,4381.53,Macro,160976.41
497,46583.27,29334.34,5591.73,Macro,162223.65
499,87492.44,19573.24,6376.38,Macro,298344.37
500,61282.57,31740.44,3698.03,Micro,136074.29
501,2297.19,9006.43,1294.09,Micro,24981.24
502,28871.42,29064.31,1052.3,Nano,141642.06
503,63031.67,9195.55,904.87,Micro,141247.45
504,20911.89,34402.74,4492.85,Macro,110996.56
505,5488.2,1790.1,1523.41,Macro,21217.66
506,49830.53,15529.43,1387.05,Mega,124761.97
507,61041.18,39712.36,2012.4,Mega,148335.22
508,34525.07,12465.99,61.98,Mega,52210.55
509,81376.81,54888.59,8278.56,Nano,163328.29
510,56680.97,13972.75,1887.77,Mega,104496.99
511,51760.25,33121.1,2365.39,Mega,174862.1
512,26487.77,1421.13,1270.44,Micro,67129.02
513,89654.53,29014.8,1240.82,Macro,235249.9
514,71559.85,16561.68,5688.32,Mega,134760.77
515,109841.42,27009.81,5343.64,Mega,144182.31
516,29029.07,23816.76,7952.64,Mega,89103.73
517,92053.44,53802.54,8128.92,Macro,229722.76
518,64045.14,9896.27,689.68,Nano,172242.35
519,52962.45,11626.32,648.55,Mega,51926.85
520,109493.25,19975.75,3055.22,Mega,146320.51
521,57520.54,21366.82,1570.36,Macro,60383.67
522,57192.1,16682.09,3413.28,Mega,201200.68
523,101136.64,47928.96,6297.54,Mega,232407.31
524,36368.69,8553.8,2954.93,Nano,56309.01
525,37907.5,5158.16,2990.74,Mega,132769.59
526,107701.79,49471.82,4107.47,Mega,319641.12
527,105014.36,29764.67,5625.68,Nano,193516.55
528,15578.62,5989.29,886.16,Macro,40506.56
529,102952.11,31279.83,6330.32,Mega,144906.74
530,15876.53,9145.67,2487.82,Micro,94726.6
531,66222.74,23556.91,2001.41,Mega,131138.07
532,74059.48,54534.45,10174.98,Micro,179929.22
533,14734.37,1491.49,917.87,Micro,43210.95
534,28166.97,19469.97,3381.62,Micro,76992.12
535,52514.34,49909.7,7618.61,Mega,200414.59
536,55551.87,14858.63,3045.51,Mega,191442.88
537,52446.37,11505.66,5052.82,Mega,130672.79
538,23472.72,12618.19,553.31,Micro,82635.44
539,53728.91,12940.0,1078.75,Nano,125153.15
540,91281.31,44604.31,8701.5,Micro,303659.85
541,103709.89,30728.49,6903.4,Mega,327961.44
