id,tv,radio,social_media,influencer,sales
59,38687.75,22533.64,2638.64,Mega,102770.58
60,40401.9,4708.13,2527.85,Nano,90888.33600000001
61,52181.56,5778.75,358.47,Micro,118146.171
62,94815.18,23337.22,3952.45,Mega,140218.1946
63,19161.29,25654.19,4529.93,Mega,26134.231200000002
64,74990.59,23900.98,8080.73,Nano,188899.88700000002
65,69307.9,21870.99,6546.16,Mega,227647.87980000002
66,23175.03,1372.43,1077.72,Mega,26987.802600000003
67,69165.75,12137.54,6741.38,Micro,108536.7954
68,55073.51,15277.05,4587.7,Macro,84786.6492
69,71134.47,23860.05,5514.19,Nano,101567.01060000001
70,106235.24,13026.86,3212.25,Macro,123727.3884
71,42437.41,16756.1,4117.63,Micro,101898.3636
72,41761.73,22363.89,3239.27,Mega,80188.79879999999
73,119562.12,25391.87,6063.46,Mega,123758.3292
74,53818.27,14608.9,827.55,Mega,68898.5286
75,27211.65,8074.45,2414.19,Nano,19387.9092
76,89264.08,19187.66,2642.5,Mega,165762.0096
77,15251.99,4913.5,2136.63,Mega,26123.4468
78,68838.9,35083.21,3590.09,Nano,152258.46240000002
79,24342.95,9670.87,3818.83,Mega,84269.52600000001
80,675.63,1688.53,1305.73,Mega,19706.7222
81,58479.74,71122.91,9322.96,Micro,161380.9098
82,109093.73,41502.87,3698.66,Nano,219423.5142
83,30346.59,15144.13,4034.66,Macro,51257.837400000004
84,74147.49,48173.04,6398.28,Mega,130956.27600000001
85,128495.41,49707.2,5789.3,Micro,198276.92940000002
86,27016.86,11040.01,1915.52,Macro,62567.399399999995
87,16967.82,833.66,2359.2,Mega,67039.7706
88,10125.42,3067.66,4208.32,Mega,38538.2052
89,73849.29,18830.83,3215.46,Micro,174991.2054
90,20377.99,9314.42,4187.83,Micro,19640.4516
91,58350.78,18499.72,7673.64,Micro,187475.937
92,6942.14,3961.13,328.47,Nano,26722.4166
93,27581.89,18054.1,3797.37,Nano,91469.57819999999
94,43995.23,10284.86,558.84,Macro,64049.310600000004
95,37041.57,12815.21,2766.35,Macro,76599.2568
96,116688.74,25894.68,3327.27,Nano,172004.6394
97,18629.22,8769.03,4377.59,Mega,82802.7354
98,25862.17,6389.22,338.0,Macro,52020.738000000005
99,27882.66,7926.1,3279.48,Macro,61315.346399999995
100,103769.69,17727.42,2261.41,Mega,194917.5228
101,96149.94,35477.58,6765.66,Nano,172620.3798
102,46806.1,15725.35,3290.82,Nano,116128.3398
103,103684.84,28481.69,2924.28,Nano,133234.9854
104,113308.01,45590.33,4610.93,Macro,110078.0802
105,53283.75,13619.2,2642.41,Macro,109919.46240000002
106,20081.98,22886.17,4337.63,Nano,64534.9848
107,26437.41,4964.16,3.18,Micro,42145.3626
108,53490.14,11047.67,2367.56,Macro,103900.6122
109,40919.26,22722.32,3306.71,Macro,82603.83780000001
110,56950.97,28154.56,2060.72,Micro,109152.79980000001
111,59201.78,10089.31,1998.22,Mega,89483.2752
112,97330.34,27778.19,4540.9,Macro,118973.7582
113,67484.77,22849.11,1049.37,Micro,163730.1996
114,129987.47,51841.82,8091.61,Mega,135739.26299999998
115,40832.8,19185.69,1501.45,Nano,92141.33279999999
116,72344.84,27050.18,2162.5,Mega,152131.1946
117,28005.91,7147.74,1605.21,Macro,53875.1598
118,13422.14,18280.57,3986.57,Macro,62926.5186
119,35806.66,29672.28,5087.02,Micro,106575.6054
120,29891.19,5085.02,1415.64,Mega,43164.2904
121,39550.27,6937.97,1652.76,Mega,62922.9018
122,97197.88,49555.49,5273.16,Mega,167081.9304
123,17378.6,715.5,5286.68,Mega,35317.095
124,52691.8,20795.35,4889.99,Macro,50635.7016
125,32129.72,4570.62,903.06,Micro,85846.332
126,7962.94,5419.11,286.04,Micro,25320.3786
127,41750.84,19618.04,1320.08,Mega,80193.2604
128,34661.76,9933.34,887.76,Macro,50509.9452
129,63009.23,31661.09,1495.6,Nano,151289.358
130,50720.02,41383.46,1520.8,Mega,148869.34259999997
131,67632.28,21238.17,3529.27,Nano,83424.0198
132,82488.31,29201.64,8980.23,Micro,202594.392
133,126350.45,32686.55,9997.47,Nano,197561.43660000002
134,55364.64,44213.12,7776.98,Nano,147505.2216
135,79620.82,24492.86,5708.1,Mega,165290.69700000001
136,39793.68,22552.18,792.2,Mega,51923.6256
137,67228.74,10390.01,1503.08,Macro,98475.3792
138,43750.77,14887.69,932.53,Macro,35646.1776
139,44525.01,25544.03,1506.11,Micro,155025.9876
140,15836.62,8418.63,3298.36,Micro,60608.031
141,6265.91,11851.5,608.82,Mega,39285.5562
142,104710.14,17796.49,4479.87,Nano,116345.0442
143,55878.41,25708.27,6157.7,Micro,91408.7328
144,10039.7,9916.21,1558.21,Micro,33344.0844
145,25858.35,10032.92,181.47,Nano,50243.226
146,70672.62,11653.01,4895.17,Micro,105404.9898
147,64139.89,15027.41,4152.02,Nano,117961.14660000001
148,103114.76,19546.98,7359.71,Micro,183936.2778
149,51114.24,21706.47,2229.81,Micro,99897.0654
150,16631.27,497.91,527.88,Nano,20352.4002
151,1916.83,1527.32,1444.59,Nano,46915.083600000005
152,20824.77,8250.96,672.96,Micro,46370.9532
153,78493.53,25808.78,5657.55,Nano,117141.05040000001
154,26573.36,5853.78,874.16,Macro,43360.0926
155,23071.99,17548.71,795.73,Micro,83797.86360000001
156,60059.41,26193.25,6543.31,Mega,83812.7466
157,56693.11,20049.81,5036.28,Nano,98823.9318
158,60093.11,17506.57,3357.79,Macro,105338.4288
159,27908.8,10810.1,4346.78,Mega,77871.8952
160,47141.11,32845.52,5066.58,Mega,124586.82720000001
161,105516.13,13020.97,968.98,Nano,153055.1748
162,66783.12,21175.57,4007.45,Nano,90442.0374
163,72860.89,34287.24,5914.87,Micro,179428.2996
164,51788.78,12828.6,1130.12,Macro,41873.502
165,121358.25,34110.34,3436.48,Mega,149608.02120000002
166,76626.26,27514.27,5671.69,Mega,140445.7098
167,62851.65,25877.98,7596.29,Nano,169801.896
168,59501.81,13729.0,3766.6,Micro,111690.4536
169,112840.14,33779.9,1524.06,Macro,162692.475
170,54695.86,14835.1,3056.3,Macro,130747.3332
171,43690.28,9828.17,2956.73,Micro,45813.636000000006
172,75637.31,30318.7,7724.05,Macro,146157.07259999998
173,95860.94,23957.47,8823.31,Macro,160366.1532
174,36033.82,5043.06,962.94,Nano,63419.406599999995
175,61662.94,30138.44,2475.1,Macro,165444.147
176,28647.63,9208.25,1310.03,Macro,73028.307
177,78793.03,30923.37,7467.94,Nano,94395.65520000001
178,17299.29,12841.54,2205.88,Macro,57773.397
179,40176.66,11066.11,2119.87,Mega,23987.752800000002
180,17626.54,10055.89,13.23,Nano,16539.791400000002
181,39379.2,5021.25,360.01,Micro,18128.3124
182,8616.31,5170.54,1569.64,Micro,25291.3452
183,30603.69,9828.79,3660.57,Micro,89210.1606
184,81297.66,36534.92,4409.4,Nano,99520.44959999999
185,99754.65,32363.8,4127.6,Macro,110110.4004
186,30392.66,11757.42,12.14,Macro,63344.11379999999
187,76652.78,22351.29,4085.22,Micro,169058.1618
188,40854.13,4971.66,865.33,Nano,64555.174199999994
189,67639.87,22776.14,1888.4,Macro,130197.8436
190,125391.99,45153.33,9904.29,Nano,187991.133
191,95669.38,14279.25,5946.11,Mega,175007.8308
192,27964.92,4235.65,749.52,Mega,50370.2562
193,47192.72,9143.45,2715.1,Macro,99217.45680000001
194,71316.88,40135.53,5545.68,Mega,93966.7212
195,94600.33,39582.16,3837.37,Mega,177474.36299999998
196,51772.31,39612.82,6903.11,Macro,97036.01819999999
197,38560.24,20396.9,5470.32,Mega,56722.215
198,61210.15,28849.08,8243.05,Nano,122372.0454
199,47625.22,18312.82,4388.11,Nano,99296.3664
200,15938.79,2918.93,4325.62,Micro,38892.0972
201,59883.34,25341.36,3531.09,Macro,98136.9774
202,16058.53,7132.2,2175.1,Macro,28102.291800000003
203,97214.94,48167.96,6812.53,Micro,108849.6156
204,49816.66,28294.28,4773.05,Micro,140749.6134
205,44999.15,8772.67,1306.05,Nano,100386.6534
206,26403.91,13315.39,104.81,Micro,48022.0752
207,45948.21,3386.18,376.55,Nano,37334.167199999996
208,30308.9,4188.99,147.2,Macro,30749.5188
209,44824.68,5847.96,1958.04,Nano,86862.85740000001
210,25439.68,4269.26,20.64,Macro,47164.840800000005
211,56870.78,28363.87,6259.15,Micro,151347.26640000002
212,74398.09,23658.7,1915.05,Nano,142082.061
213,61155.37,12517.03,3290.08,Mega,104318.95319999999
214,53419.41,22816.32,5159.07,Mega,56665.223999999995
215,18468.67,7296.13,1463.12,Mega,21748.7094
216,39036.03,6460.44,5838.25,Nano,68489.19
217,64011.4,14233.95,3147.75,Nano,130997.7702
218,39232.97,17834.96,463.31,Micro,80730.408
219,103238.57,15646.87,3116.43,Mega,134784.8898
220,84274.39,15155.39,3385.12,Nano,139707.8034
221,95602.94,42483.11,1229.45,Macro,205496.33940000003
222,74864.78,17182.41,5895.17,Mega,130031.1342
223,10702.99,9148.1,1867.65,Nano,52702.075800000006
224,22520.97,6093.35,3246.67,Micro,59837.943
225,131601.41,30626.02,4365.17,Nano,181934.93339999998
226,16642.78,10341.27,3206.51,Mega,24987.9498
227,47765.75,8561.27,2502.65,Nano,111903.84479999999
228,27171.52,3812.65,28.07,Mega,55710.6198
229,32614.88,12348.26,1637.16,Nano,34140.7176
230,19007.29,7538.76,191.09,Nano,49777.5894
231,42167.72,41529.17,6494.52,Mega,96650.60459999999
232,108280.12,37409.16,6312.9,Mega,193240.2054
233,80432.57,16010.45,5704.36,Nano,143685.8148
234,51133.5,19822.8,5463.18,Macro,134655.8928
235,40196.17,22576.35,573.24,Nano,83986.9998
236,36173.45,12311.87,3918.94,Micro,108018.9396
237,110186.57,44613.97,5401.72,Micro,137530.1796
238,85179.55,19056.48,5106.41,Mega,87541.5486
239,47158.64,9284.61,495.17,Mega,107861.7672
240,73687.28,14391.67,3608.35,Nano,152794.785
241,19873.35,6998.94,2810.38,Nano,25394.886
242,75379.36,26971.26,8586.45,Micro,119746.0902
243,112243.03,12522.0,5969.54,Nano,104815.4514
244,25835.04,4409.67,276.14,Nano,30004.7286
245,115654.65,20730.42,4663.53,Macro,110050.92779999999
246,76756.93,20249.52,4091.4,Macro,131638.9338
247,20175.77,26858.98,3041.47,Mega,64351.65
248,60851.51,32041.76,4020.02,Nano,206649.33299999998
249,40085.52,11102.24,3389.5,Nano,83313.1992
250,11138.59,689.76,1784.71,Mega,29948.2986
251,119590.9,18027.73,4158.34,Mega,228245.47019999998
252,16554.61,10624.66,508.96,Mega,29758.9314
253,81240.84,30953.52,2798.05,Mega,160290.7548
254,40411.11,18760.76,3909.85,Nano,85345.8738
255,13015.07,7237.4,297.74,Mega,48941.706000000006
256,17801.11,4409.37,3103.56,Nano,20766.504
257,93834.14,33440.34,4436.26,Micro,171762.88799999998
258,91848.75,12670.03,8874.24,Macro,87144.74339999999
259,14699.3,3691.17,4067.82,Macro,19989.149400000002
260,101144.74,12353.64,4542.66,Mega,163868.32439999998
261,79327.46,27980.34,5481.92,Nano,119715.8358
262,69545.74,20231.88,5066.1,Nano,116404.60259999998
263,31270.67,22129.49,125.81,Mega,61243.8618
264,45027.75,2998.39,113.63,Mega,50969.424
265,48935.26,11786.7,2321.3,Mega,90584.274
266,47949.09,13476.42,4912.34,Macro,112777.8168
267,23257.02,11664.74,5277.12,Micro,45951.8796
268,35888.83,7659.97,397.21,Macro,72077.17439999999
269,57748.8,18300.58,1867.29,Micro,155322.3804
270,29380.32,14266.17,2963.21,Nano,30190.294200000004
271,94181.48,32342.26,3870.99,Macro,173758.01519999997
272,76677.73,28692.77,1963.49,Micro,191717.4732
273,48802.41,21755.36,3997.03,Micro,83794.59659999999
274,7530.16,3438.75,637.38,Micro,29672.781600000002
275,21013.13,4454.65,1258.97,Macro,41160.3786
276,56862.41,20007.44,7389.83,Mega,138032.2152
277,29284.46,10267.36,103.5,Nano,46426.47899999999
278,81932.75,15456.32,8041.21,Micro,163938.5484
279,59079.71,19318.91,3117.41,Nano,85902.9204
280,63319.39,29077.39,1602.34,Micro,105428.65740000001
281,58104.13,13491.04,4204.04,Nano,165484.7238
282,64446.82,28423.63,3866.74,Mega,176120.23440000002
283,80111.77,44862.31,3806.95,Micro,102612.6948
284,7792.08,779.51,1093.88,Macro,28234.3842
285,39498.08,15987.13,3480.43,Macro,79412.751
286,131738.38,35916.75,2930.68,Micro,178374.4974
287,21677.72,15531.8,4007.43,Macro,60087.1656
288,16916.24,2756.02,217.75,Nano,48298.978200000005
289,33061.05,1743.81,3337.07,Nano,60968.7342
290,88533.21,23178.26,14.71,Macro,159936.4206
291,83446.33,29148.46,7717.11,Nano,109472.76779999999
292,21714.93,7995.77,917.66,Mega,51730.2522
293,25910.97,8660.65,250.43,Micro,59426.3538
294,85114.76,39406.61,3950.39,Nano,164250.7416
295,44326.15,21122.2,2837.58,Nano,143852.8212
296,43614.18,13547.86,3446.13,Micro,72015.0288
297,11802.25,25055.93,3886.01,Mega,43000.3728
298,55471.15,12961.15,1749.29,Mega,78532.905
299,59202.59,4570.64,3405.84,Mega,44161.4778
300,64076.67,20703.97,3340.44,Macro,78785.98860000001
301,37153.72,9920.37,3328.38,Mega,73519.6968
302,67427.5,28495.8,4832.33,Micro,145722.47580000001
303,24069.55,7605.61,2473.6,Nano,30174.8634
304,57656.02,35838.31,3140.87,Nano,95965.43220000001
305,31909.79,20830.9,4486.4,Macro,69812.06760000001
306,59710.61,25412.12,2455.58,Nano,69229.11600000001
307,85951.89,18903.21,6349.96,Mega,201856.18860000002
308,60954.64,15891.85,8243.72,Nano,147988.9224
309,107651.59,41973.24,2518.22,Mega,156273.40740000003
310,56630.66,14119.16,2080.18,Macro,75755.8428
311,41059.1,14876.89,5549.22,Nano,78440.0892
312,4996.56,1073.24,395.15,Nano,20505.1308
313,103587.71,38343.36,3537.62,Mega,181137.6534
314,80808.63,28831.34,5918.99,Micro,174337.185
315,18691.11,2255.68,2438.9,Mega,41402.6646
316,99354.63,17105.27,4739.68,Macro,102709.2924
317,52000.33,15639.36,7237.78,Nano,110997.3942
318,35845.82,4374.79,1743.63,Macro,64769.58840000001
319,122397.6,46465.35,1944.66,Macro,159379.22879999998
320,44197.17,22681.74,2798.76,Mega,86638.893
321,82276.19,13712.14,5143.71,Mega,160147.581
322,63433.97,13333.9,3085.38,Mega,105172.82819999999
323,56145.32,11509.33,53.63,Nano,43281.255600000004
324,18799.28,5553.12,2606.81,Mega,35167.6908
325,67835.96,19740.79,5293.54,Macro,104412.1782
326,74970.15,26597.05,762.16,Nano,117507.324
327,6673.72,11475.2,6447.48,Nano,29360.093399999998
328,50941.78,28366.32,4717.04,Nano,151434.8616
329,60413.48,17983.54,2964.1,Micro,124432.2816
330,11094.57,19436.27,3973.16,Nano,33982.74
331,26891.0,10331.91,1270.28,Nano,73423.2114
332,22442.73,22313.38,807.41,Micro,69497.8086
333,71767.95,27087.1,5116.68,Micro,95994.327
334,81586.28,26247.85,4767.53,Macro,162057.50220000002
335,11862.72,7429.41,5250.18,Micro,18471.8424
336,30476.32,5314.99,2205.3,Micro,41435.3412
337,61356.07,3848.46,4261.81,Nano,94570.7004
338,35304.21,18653.09,62.41,Mega,85252.57620000001
339,37857.12,4360.96,2926.37,Mega,90434.091
340,67821.39,535.45,218.74,Nano,76107.3786
341,28779.73,1972.68,2876.51,Micro,37794.134399999995
342,20145.06,7812.01,946.15,Nano,28019.237399999998
343,54004.24,13111.64,3912.91,Macro,122901.15419999999
344,27000.12,11103.76,388.31,Mega,56071.725600000005
345,16700.89,15994.34,2937.26,Nano,75709.2138
346,73493.77,7636.79,603.92,Mega,90544.92480000001
347,91491.25,34990.16,3978.53,Macro,106206.5268
348,35783.25,4284.11,1254.89,Nano,39061.968
349,18259.48,29579.94,182.59,Micro,59412.6456
350,72356.36,27395.08,4468.54,Macro,83815.4724
351,118354.74,41596.85,7693.02,Mega,183868.1592
352,32318.6,21151.59,5067.92,Micro,65509.4814
353,37610.46,17183.28,7954.16,Macro,87246.4956
354,73250.24,11998.09,4666.25,Mega,168228.6144
355,3143.51,4876.07,1668.67,Nano,49853.9052
356,4401.68,1130.45,124.31,Micro,27302.939399999996
357,65659.75,44005.78,6096.17,Macro,224165.4888
358,65651.5,26611.72,4548.47,Mega,121130.1564
359,28344.95,5723.11,4165.98,Micro,73885.0134
360,72457.76,43850.52,4253.77,Mega,116058.08279999999
361,85917.29,41756.96,8485.58,Mega,160565.75040000002
362,42502.85,6504.77,904.71,Nano,61819.0914
363,14595.03,15004.89,581.8,Nano,29865.033000000003
364,115327.56,29432.39,2404.14,Mega,192905.98799999998
365,35225.56,14202.78,5687.52,Mega,110842.6044
366,19764.04,1550.68,542.77,Nano,40036.3392
367,10490.2,10751.35,3998.36,Macro,34902.7998
368,69133.99,23051.29,1581.67,Mega,104290.10459999999
369,22436.42,15692.5,4973.73,Mega,77821.2204
370,81346.26,29653.13,4182.35,Micro,144899.17859999998
371,35067.65,5702.15,4076.58,Mega,18458.55
372,86984.76,34652.37,2051.33,Mega,141119.946
373,94165.19,13909.8,4362.89,Mega,120777.5184
374,34082.58,4223.35,1491.29,Nano,42602.1948
375,109086.69,50815.03,8724.35,Nano,182233.2402
376,60294.76,43748.26,9307.98,Micro,169169.6556
377,40093.29,17931.85,1081.63,Mega,142897.2864
378,105593.41,37545.69,6268.56,Nano,111083.08200000001
379,83106.32,16914.5,3653.92,Micro,193967.95440000002
380,25328.0,20016.93,6010.8,Macro,46680.1038
381,23948.09,1849.08,1838.04,Mega,45853.5198
382,16150.35,7532.73,1411.74,Macro,34747.2708
383,138472.06,38422.56,8233.63,Macro,192088.39320000002
384,17400.13,26772.62,1316.67,Micro,32198.0208
385,95578.01,20472.44,1815.3,Macro,135649.6548
386,52223.03,14309.34,46.32,Macro,67824.7284
387,60536.24,31351.0,3852.36,Macro,113022.0366
388,30145.04,8424.56,3124.11,Nano,50514.6576
389,12793.83,14543.51,1545.79,Nano,62757.057
390,114620.28,25895.03,6493.39,Macro,103817.4588
391,74168.6,44180.55,5956.15,Macro,129243.3186
392,50255.26,46848.33,5374.44,Micro,115417.59240000001
393,62649.58,28370.56,393.59,Nano,84574.941
394,56396.98,19509.39,880.59,Micro,78291.0216
395,36464.45,33630.2,4628.29,Mega,77085.8814
396,34404.83,8868.15,606.13,Mega,80404.4472
397,77532.91,27810.11,4623.31,Nano,224707.16400000002
398,25251.21,5480.39,3181.97,Macro,42552.7014
399,76081.73,11647.39,1767.53,Nano,90595.1772
400,78021.13,31922.47,8349.0,Mega,115362.6078
401,64118.36,13860.1,3723.62,Macro,62908.645800000006
402,1279.71,7225.53,1938.09,Micro,28495.5066
403,53604.63,18745.06,3264.33,Micro,134998.4922
404,40543.14,11247.64,1621.96,Macro,105450.38459999999
405,59263.5,16347.61,6650.24,Mega,90057.0858
406,54422.11,16834.09,5745.42,Macro,64382.769
407,78039.14,34765.43,5715.41,Macro,190141.413
408,31680.39,16706.73,64.06,Mega,59782.4832
409,10570.52,2526.44,1400.16,Mega,44946.066000000006
410,78233.65,22137.37,9638.97,Nano,145337.214
411,2893.11,6151.09,216.29,Micro,23297.5248
412,45248.61,10527.3,1457.21,Nano,103206.0348
413,64256.58,25978.41,4058.4,Mega,101386.5138
414,38389.24,21728.94,2825.68,Micro,64552.5144
415,38581.51,20397.32,5187.61,Macro,43441.8402
416,103696.36,25544.08,4307.67,Mega,211802.5008
417,78393.69,40538.9,883.78,Micro,149493.10859999998
418,94798.12,31446.83,6541.17,Macro,69808.035
419,92369.75,46786.11,5781.69,Mega,143057.277
420,119439.76,27817.53,6894.32,Nano,198470.5206
421,53360.86,8353.97,3332.91,Nano,108535.1388
422,45827.1,5244.61,564.04,Nano,30796.1412
423,51151.04,18854.41,3055.37,Micro,98534.139
424,19172.68,7732.67,4181.18,Nano,47512.126200000006
425,28037.11,13715.08,3916.64,Micro,40474.9422
426,69479.72,21930.12,5793.62,Macro,219066.14400000003
427,11299.52,8436.16,131.84,Macro,43930.8342
428,11372.17,403.28,1104.82,Macro,26722.3902
429,59937.71,19252.29,3355.97,Macro,102046.0056
430,64300.83,18558.76,8702.65,Mega,84714.5772
431,96466.14,43254.01,8486.32,Mega,201153.99480000001
432,32091.22,6804.87,1480.04,Macro,30515.561999999998
433,77701.31,45523.4,3784.15,Nano,207170.8518
434,43845.5,6173.84,1926.69,Mega,90085.3404
435,38695.39,10955.87,4582.01,Nano,72993.261
436,98587.37,27916.61,4134.0,Nano,177877.64940000002
437,39042.06,9418.67,3447.21,Nano,46549.6944
438,36388.81,5885.08,2531.73,Nano,62243.4582
439,71580.31,22522.53,3955.48,Mega,109535.0718
440,45824.99,22877.27,2577.39,Macro,92430.129
441,51789.48,28030.34,10453.92,Macro,156040.3416
442,32834.79,15329.62,750.12,Macro,64431.067800000004
443,36547.27,38365.49,4250.42,Nano,120783.6036
444,106747.34,24624.91,7211.12,Micro,171457.0968
445,12755.11,12510.17,2409.16,Macro,38464.635
446,119387.82,12712.63,3061.94,Micro,145487.3442
447,39300.18,7774.04,2354.33,Macro,32056.3848
448,57314.06,26493.51,3217.63,Micro,99850.0998
449,75913.66,30857.89,8829.54,Mega,194558.7666
450,55784.12,31783.49,8194.79,Macro,88288.10100000001
451,28948.56,14774.05,64.46,Mega,71446.749
452,31086.82,17132.74,270.84,Nano,45225.278999999995
453,71832.46,27959.93,1744.87,Micro,117651.24359999999
454,71324.28,41118.36,6481.91,Macro,103319.8254
455,45104.84,3522.21,440.11,Mega,47955.104999999996
456,63188.24,16205.15,102.15,Micro,102631.5708
457,54544.14,30943.98,1540.09,Nano,101377.3794
458,65313.47,24115.54,6919.15,Mega,146369.3484
459,67553.03,16059.04,3606.6,Nano,74628.2922
460,58038.01,15422.63,2395.35,Micro,90261.9432
461,69272.55,28656.88,6834.95,Micro,117050.4852
462,41430.65,3113.69,2258.86,Nano,42273.6732
463,59386.1,5264.11,704.37,Mega,97573.08
464,37535.31,15449.1,2055.27,Macro,122109.27299999999
465,15807.15,11215.47,4636.3,Macro,20693.7588
466,27363.17,23030.47,5491.17,Mega,41533.291800000006
467,20096.31,5972.7,570.03,Macro,32233.7202
468,51427.02,17784.31,2094.38,Micro,83932.4442
469,56813.39,7681.54,3262.97,Micro,76737.26939999999
470,19967.76,4239.4,2293.79,Micro,29405.838000000003
471,44474.09,8581.54,1086.78,Nano,72720.5886
472,31094.19,26321.09,5109.7,Micro,31299.1074
473,69978.89,47978.49,6441.65,Nano,210224.55299999999
474,23500.34,5933.86,4626.97,Mega,36409.8438
475,66162.68,16418.64,4520.67,Micro,124028.3352
476,17493.09,11266.72,1247.27,Macro,65621.22600000001
477,104333.36,24493.52,11403.63,Macro,158212.77779999998
478,83030.45,45997.55,7352.55,Macro,167488.18680000002
479,13680.91,7624.42,631.99,Mega,47989.827600000004
480,23408.54,10641.27,120.49,Mega,27113.9352
481,125238.4,33728.99,6512.74,Macro,125938.10459999999
482,44126.42,3697.69,277.14,Macro,57448.09620000001
483,29797.57,27143.87,1186.42,Macro,126251.301
484,15980.69,12305.01,156.85,Micro,43705.0284
485,22756.45,11387.74,4631.65,Nano,65949.4638
486,27698.53,19882.9,3773.45,Macro,95667.9504
487,84931.28,23082.44,7370.7,Micro,137516.2008
488,52625.3,25643.88,5245.12,Micro,97262.22660000001
489,37867.81,5432.74,2705.53,Macro,89400.02279999999
490,31565.42,14940.89,3935.94,Nano,73148.8824
491,55538.21,9547.36,3914.31,Macro,106504.9788
492,84840.45,13583.81,3299.87,Macro,157880.8704
493,129433.81,35684.81,2640.89,Macro,116043.1008
494,63427.81,22561.14,4736.88,Mega,150145.8618
495,43200.26,12218.08,4381.53,Macro,76934.7414
496,84499.64,22270.19,5591.73,Macro,114048.34319999999
497,81368.75,31922.79,6376.38,Macro,199358.247
498,61577.54,36282.03,3698.03,Micro,86330.24399999999
499,2366.68,6012.25,1294.09,Micro,20940.3414
500,29540.66,28768.76,1052.3,Nano,54843.3006
501,43949.4,9698.88,904.87,Micro,85127.67120000001
502,18169.92,24476.4,4492.85,Macro,54854.712
503,6041.26,709.74,1523.41,Macro,14284.3404
504,28726.32,12922.78,1387.05,Mega,74711.934
505,89490.69,45302.18,2012.4,Mega,78692.98139999999
506,24517.9,10391.1,61.98,Mega,59508.998999999996
507,119934.68,39080.85,8278.56,Nano,143570.1762
508,66475.12,12865.2,1887.77,Mega,95105.076
509,67451.89,24674.85,2365.39,Mega,120366.9258
510,29255.29,1342.86,1270.44,Micro,48423.5202
511,73667.1,25956.67,1240.82,Macro,152952.7758
